Age,Gender,Marital Status,Income,home_ownership,length_of_employment,purpose_of_loan,loan_grade,loan_amount,interest_rate,loan_status,loan_percent_income,History_of_Default,Length_of_Default_History,Debt-to-Income Ratio,Length_of_employment in years
21,0,4,22200,RENT,2,DEBT CONSOLIDATION,D,2500,16,1,0.11,Y,2,0.112612613,0.166666667
24,1,1,25000,RENT,0,EDUCATION,A,4400,7,0,0.18,N,2,0.176,0
22,0,2,22596,RENT,4,DEBT CONSOLIDATION,B,7500,10,1,0.33,N,3,0.331917153,0.333333333
22,1,1,33300,MORTGAGE,5,DEBT CONSOLIDATION,D,5325,15,1,0.16,N,4,0.15990991,0.416666667
24,0,2,30000,RENT,6,PERSONAL USE,E,7750,11.04695559,0,0.26,N,4,0.258333333,0.5
25,0,2,35000,RENT,4,BUSINESS USE,A,4000,8,0,0.11,N,4,0.114285714,0.333333333
22,1,4,127500,MORTGAGE,2,MEDICAL PURPOSES,A,15000,7,0,0.12,N,4,0.117647059,0.166666667
24,1,3,18000,RENT,5,EDUCATION,C,3000,15,1,0.17,N,2,0.166666667,0.416666667
23,1,1,45000,RENT,7,EDUCATION,B,6000,11,0,0.13,N,3,0.133333333,0.583333333
24,0,1,65000,MORTGAGE,5,PERSONAL USE,B,9600,12,0,0.15,N,3,0.147692308,0.416666667
26,0,0,69000,MORTGAGE,10,DEBT CONSOLIDATION,D,6200,16,1,0.09,Y,3,0.089855072,0.833333333
26,0,3,46000,RENT,4,DEBT CONSOLIDATION,A,9000,7,0,0.2,N,3,0.195652174,0.333333333
24,0,2,48000,MORTGAGE,4,BUSINESS USE,A,5000,6,0,0.1,N,4,0.104166667,0.333333333
22,1,3,13200,RENT,0,HOME RENOVATIONS,B,2500,10,1,0.19,N,3,0.189393939,0
25,0,1,49000,MORTGAGE,9,PERSONAL USE,A,7000,7,0,0.14,N,3,0.142857143,0.75
22,1,2,60000,RENT,0,BUSINESS USE,A,5500,8,0,0.09,N,3,0.091666667,0
22,1,0,26400,RENT,1,PERSONAL USE,C,3500,15,0,0.13,N,3,0.132575758,0.083333333
24,1,3,42000,MORTGAGE,2,HOME RENOVATIONS,A,7000,9,0,0.17,N,3,0.166666667,0.166666667
22,0,3,50000,RENT,4,EDUCATION,A,10000,9,0,0.2,N,3,0.2,0.333333333
25,0,3,34000,MORTGAGE,2,MEDICAL PURPOSES,C,15450,11,1,0.45,Y,4,0.454411765,0.166666667
24,1,3,80000,MORTGAGE,0,PERSONAL USE,A,6000,9,0,0.07,N,2,0.075,0
24,0,3,55782,RENT,3,HOME RENOVATIONS,A,17000,8,0,0.3,N,2,0.304757807,0.25
26,1,3,65935,RENT,1,EDUCATION,D,24250,15,1,0.37,N,4,0.367786456,0.083333333
23,1,1,82000,RENT,2,DEBT CONSOLIDATION,B,20900,13,0,0.25,N,2,0.254878049,0.166666667
25,0,1,46800,RENT,5,EDUCATION,C,12000,13,1,0.26,N,4,0.256410256,0.416666667
23,1,1,108000,RENT,7,DEBT CONSOLIDATION,B,10000,11.04695559,1,0.09,N,3,0.092592593,0.583333333
25,0,1,78000,MORTGAGE,7,DEBT CONSOLIDATION,C,9000,12,1,0.12,Y,3,0.115384615,0.583333333
24,0,2,67000,MORTGAGE,2,HOME RENOVATIONS,B,12150,10,0,0.18,N,3,0.181343284,0.166666667
22,1,3,19680,RENT,2,MEDICAL PURPOSES,D,7750,15,1,0.39,N,4,0.393800813,0.166666667
23,1,3,43200,RENT,2,EDUCATION,D,9100,13,1,0.21,N,3,0.210648148,0.166666667
24,1,1,80000,MORTGAGE,8,MEDICAL PURPOSES,A,5550,8,0,0.07,N,3,0.069375,0.666666667
22,1,2,50663,RENT,0,EDUCATION,C,7500,13,0,0.15,N,2,0.148037029,0
26,1,3,122500,RENT,1,HOME RENOVATIONS,B,10000,11,0,0.08,N,2,0.081632653,0.083333333
22,1,1,33600,OWN,1,DEBT CONSOLIDATION,D,5000,18,0,0.15,N,2,0.148809524,0.083333333
22,0,3,88512,MORTGAGE,6,EDUCATION,A,3000,6,0,0.03,N,2,0.033893709,0.5
23,1,4,28800,RENT,5,EDUCATION,B,2800,10,0,0.1,N,2,0.097222222,0.416666667
22,1,0,48000,MORTGAGE,6,EDUCATION,A,9925,10,0,0.21,N,3,0.206770833,0.5
23,0,0,75000,RENT,0,BUSINESS USE,B,6000,11,0,0.08,N,2,0.08,0
24,0,4,110000,RENT,5,PERSONAL USE,A,12000,8,0,0.11,N,3,0.109090909,0.416666667
26,0,1,46000,MORTGAGE,8,DEBT CONSOLIDATION,B,7000,10,1,0.15,N,4,0.152173913,0.666666667
24,0,0,85000,RENT,0,HOME RENOVATIONS,A,16000,7,0,0.19,N,3,0.188235294,0
23,1,3,45000,RENT,2,EDUCATION,C,1700,15,0,0.04,N,2,0.037777778,0.166666667
23,0,1,72000,RENT,3,EDUCATION,A,10800,8,0,0.15,N,2,0.15,0.25
21,1,3,35324,RENT,4,EDUCATION,B,6000,11.04695559,0,0.17,N,4,0.169856188,0.333333333
21,1,2,15600,RENT,0,MEDICAL PURPOSES,A,2800,7,1,0.18,N,4,0.179487179,0
24,1,1,40944,RENT,0,MEDICAL PURPOSES,B,8200,11,0,0.2,N,4,0.200273544,0
25,0,3,105000,MORTGAGE,3,BUSINESS USE,C,12000,13,0,0.11,N,3,0.114285714,0.25
21,0,2,26000,RENT,2,EDUCATION,E,7750,17,1,0.3,N,3,0.298076923,0.166666667
24,0,2,31000,RENT,8,BUSINESS USE,C,13500,13,1,0.44,Y,4,0.435483871,0.666666667
22,1,3,60000,MORTGAGE,6,DEBT CONSOLIDATION,A,10000,9,0,0.17,N,3,0.166666667,0.5
24,1,2,28000,RENT,3,MEDICAL PURPOSES,E,6400,15,0,0.23,Y,4,0.228571429,0.25
23,1,0,99996,MORTGAGE,2,EDUCATION,B,4800,11,0,0.05,N,4,0.04800192,0.166666667
23,1,3,33204,RENT,7,EDUCATION,C,2000,15,0,0.06,Y,2,0.060233707,0.583333333
21,1,3,29004,RENT,5,PERSONAL USE,C,11000,14,1,0.38,Y,4,0.379258033,0.416666667
22,1,0,45000,MORTGAGE,2,EDUCATION,D,8000,16,0,0.18,Y,4,0.177777778,0.166666667
22,0,1,25000,OWN,1,EDUCATION,A,11100,10,0,0.44,N,3,0.444,0.083333333
25,0,2,93000,RENT,3,HOME RENOVATIONS,B,12000,11.04695559,0,0.13,N,3,0.129032258,0.25
24,1,4,26400,RENT,4,EDUCATION,A,8875,7,1,0.34,N,3,0.336174242,0.333333333
24,0,3,67000,OWN,2,MEDICAL PURPOSES,B,16000,13,0,0.24,N,2,0.23880597,0.166666667
25,0,3,62500,RENT,2,DEBT CONSOLIDATION,D,12000,17,1,0.19,N,4,0.192,0.166666667
26,0,1,78000,MORTGAGE,7,BUSINESS USE,A,7200,7,0,0.09,N,4,0.092307692,0.583333333
23,0,1,68000,RENT,1,BUSINESS USE,E,14400,18,1,0.21,N,2,0.211764706,0.083333333
24,0,1,35000,RENT,4,MEDICAL PURPOSES,A,1850,7,0,0.05,N,3,0.052857143,0.333333333
25,0,0,45000,RENT,1,MEDICAL PURPOSES,B,10000,12,0,0.22,N,3,0.222222222,0.083333333
23,1,1,69000,MORTGAGE,0,HOME RENOVATIONS,D,15000,15,1,0.22,N,4,0.217391304,0
22,0,0,80000,MORTGAGE,7,DEBT CONSOLIDATION,B,1500,10,0,0.02,N,4,0.01875,0.583333333
26,0,0,56000,RENT,6,DEBT CONSOLIDATION,C,8150,13,0,0.15,N,2,0.145535714,0.5
23,0,4,40308,MORTGAGE,1,MEDICAL PURPOSES,A,5000,8,0,0.12,N,3,0.124044855,0.083333333
24,0,1,49200,OWN,8,PERSONAL USE,C,4000,13,0,0.08,Y,3,0.081300813,0.666666667
24,0,4,54000,MORTGAGE,8,PERSONAL USE,B,4000,10,0,0.07,N,2,0.074074074,0.666666667
23,1,0,50400,MORTGAGE,7,BUSINESS USE,B,2500,11,0,0.05,N,2,0.049603175,0.583333333
22,1,1,41000,RENT,6,BUSINESS USE,A,5000,11.04695559,0,0.12,N,2,0.12195122,0.5
25,1,2,70000,MORTGAGE,9,EDUCATION,B,16000,12,0,0.23,N,4,0.228571429,0.75
23,0,2,87000,MORTGAGE,0,DEBT CONSOLIDATION,C,7500,11,0,0.09,Y,4,0.086206897,0
21,1,2,72500,RENT,3,EDUCATION,C,14000,13,0,0.19,Y,3,0.193103448,0.25
24,0,2,42000,MORTGAGE,8,PERSONAL USE,D,2500,15,0,0.06,Y,2,0.05952381,0.666666667
26,1,0,60996,MORTGAGE,2,DEBT CONSOLIDATION,B,12000,12,0,0.2,N,4,0.196734212,0.166666667
23,0,4,200000,MORTGAGE,4,EDUCATION,B,6000,12,0,0.03,N,3,0.03,0.333333333
25,0,1,57000,RENT,0,PERSONAL USE,C,15000,14,0,0.26,Y,2,0.263157895,0
26,1,2,21000,OWN,4,BUSINESS USE,C,8000,14,0,0.38,N,2,0.380952381,0.333333333
25,1,1,55000,MORTGAGE,3,DEBT CONSOLIDATION,A,24200,8,0,0.44,N,2,0.44,0.25
24,1,1,45996,RENT,2,BUSINESS USE,C,10800,13,0,0.23,N,4,0.234803026,0.166666667
21,0,1,20400,RENT,2,BUSINESS USE,B,4500,11,0,0.22,N,3,0.220588235,0.166666667
23,0,4,34800,RENT,6,BUSINESS USE,A,6600,7,0,0.19,N,2,0.189655172,0.5
25,0,3,77078,MORTGAGE,1,DEBT CONSOLIDATION,B,3425,12,0,0.04,N,4,0.044435507,0.083333333
26,1,2,100000,MORTGAGE,5,DEBT CONSOLIDATION,B,24000,11,0,0.24,N,4,0.24,0.416666667
26,0,3,34000,MORTGAGE,6,PERSONAL USE,A,12000,6,0,0.35,N,2,0.352941176,0.5
25,1,1,52000,MORTGAGE,8,EDUCATION,C,3900,11.04695559,0,0.07,Y,4,0.075,0.666666667
24,1,3,93000,MORTGAGE,5,DEBT CONSOLIDATION,D,12000,16,1,0.13,Y,3,0.129032258,0.416666667
25,0,3,29000,RENT,9,EDUCATION,A,3000,7,1,0.1,N,4,0.103448276,0.75
21,1,4,20004,OWN,2,EDUCATION,B,2500,10,0,0.12,N,3,0.124975005,0.166666667
24,0,3,120000,OWN,8,EDUCATION,A,5275,5,0,0.04,N,4,0.043958333,0.666666667
23,0,2,36000,RENT,5,EDUCATION,B,10000,10,0,0.28,N,2,0.277777778,0.416666667
23,1,0,72250,RENT,7,MEDICAL PURPOSES,B,30000,11,1,0.35,N,2,0.415224913,0.583333333
23,1,2,66000,RENT,7,MEDICAL PURPOSES,B,5000,10,0,0.08,N,4,0.075757576,0.583333333
24,1,0,193000,MORTGAGE,8,EDUCATION,C,10000,13,0,0.05,N,4,0.051813472,0.666666667
26,1,1,92500,RENT,3,DEBT CONSOLIDATION,B,12000,12,0,0.13,N,4,0.12972973,0.25
24,0,3,105000,RENT,2,HOME RENOVATIONS,A,13800,8,0,0.13,N,3,0.131428571,0.166666667
25,0,1,45000,RENT,4,BUSINESS USE,B,8000,10,0,0.18,N,2,0.177777778,0.333333333
23,0,1,75000,RENT,4,PERSONAL USE,B,5000,11.04695559,0,0.07,N,4,0.066666667,0.333333333
24,1,1,43680,RENT,1,EDUCATION,A,10800,5,0,0.25,N,4,0.247252747,0.083333333
24,0,3,57500,RENT,4,DEBT CONSOLIDATION,C,2525,11.04695559,0,0.04,N,4,0.043913043,0.333333333
22,0,2,30000,OWN,4.778936496,MEDICAL PURPOSES,C,7000,14,0,0.23,Y,2,0.233333333,0.398244708
26,0,3,34000,RENT,5,BUSINESS USE,A,7500,8,0,0.22,N,4,0.220588235,0.416666667
22,0,0,32500,RENT,0,BUSINESS USE,B,12000,11,1,0.37,N,3,0.369230769,0
26,1,4,31200,RENT,8,PERSONAL USE,A,5000,9,0,0.16,N,2,0.16025641,0.666666667
25,1,3,77000,MORTGAGE,9,DEBT CONSOLIDATION,A,3000,7,0,0.04,N,4,0.038961039,0.75
22,0,4,40000,MORTGAGE,6,BUSINESS USE,B,4500,12,0,0.11,N,3,0.1125,0.5
25,1,1,44000,MORTGAGE,7,EDUCATION,B,7500,10,1,0.17,N,4,0.170454545,0.583333333
22,0,3,19200,RENT,0,DEBT CONSOLIDATION,E,3000,11.04695559,1,0.16,Y,2,0.15625,0
25,1,1,66000,RENT,9,EDUCATION,D,25000,15,1,0.38,N,2,0.378787879,0.75
25,1,4,25716,RENT,1,MEDICAL PURPOSES,A,9250,7,1,0.36,N,2,0.359698242,0.083333333
25,1,3,40000,MORTGAGE,6,PERSONAL USE,C,5000,13,0,0.13,Y,4,0.125,0.5
26,1,1,45000,RENT,3,MEDICAL PURPOSES,B,1500,10,0,0.03,N,4,0.033333333,0.25
24,0,2,48200,RENT,3,BUSINESS USE,B,5000,10,0,0.1,N,3,0.10373444,0.25
23,1,1,117696,MORTGAGE,2,MEDICAL PURPOSES,A,15000,6,0,0.13,N,4,0.127446982,0.166666667
26,1,1,54000,RENT,0,MEDICAL PURPOSES,D,13200,15,1,0.24,Y,2,0.244444444,0
24,1,4,38000,RENT,0,PERSONAL USE,B,12000,12,1,0.32,N,3,0.315789474,0
22,1,3,52000,MORTGAGE,6,EDUCATION,C,9750,13,0,0.19,Y,2,0.1875,0.5
32,0,2,1200000,MORTGAGE,1,BUSINESS USE,A,12000,8,0,0.01,N,8,0.01,0.083333333
34,0,4,948000,MORTGAGE,18,PERSONAL USE,B,2000,10,0,0,N,7,0.002109705,1.5
29,1,2,70500,RENT,5,PERSONAL USE,A,35000,9,1,0.5,N,6,0.496453901,0.416666667
33,0,0,77100,RENT,6,DEBT CONSOLIDATION,A,35000,8,1,0.45,N,9,0.453955901,0.5
29,0,4,10000,OWN,0,PERSONAL USE,B,3250,11,1,0.33,N,9,0.325,0
28,0,2,80000,RENT,12,EDUCATION,D,35000,16,1,0.44,N,10,0.4375,1
29,1,3,80000,RENT,2,DEBT CONSOLIDATION,C,35000,13,1,0.44,Y,10,0.4375,0.166666667
35,0,4,648000,MORTGAGE,6,PERSONAL USE,E,10000,17,1,0.02,Y,8,0.015432099,0.5
29,1,3,85000,RENT,1,PERSONAL USE,B,35000,12,1,0.41,N,8,0.411764706,0.083333333
31,1,3,73000,RENT,8,EDUCATION,E,35000,19,1,0.48,Y,10,0.479452055,0.666666667
34,0,2,89000,RENT,3,HOME RENOVATIONS,D,35000,18,1,0.39,N,8,0.393258427,0.25
27,1,4,100000,RENT,1,DEBT CONSOLIDATION,C,35000,16,1,0.35,N,9,0.35,0.083333333
30,0,2,10200,OWN,4.778936496,HOME RENOVATIONS,B,5500,10,1,0.54,N,8,0.539215686,0.398244708
30,1,0,504000,RENT,4,DEBT CONSOLIDATION,B,3000,11,0,0.01,N,9,0.005952381,0.333333333
35,1,4,500000,MORTGAGE,17,DEBT CONSOLIDATION,C,20000,14,0,0.04,Y,7,0.04,1.416666667
35,1,1,500000,MORTGAGE,6,DEBT CONSOLIDATION,C,7500,12,0,0.01,Y,9,0.015,0.5
33,1,0,468000,MORTGAGE,14,DEBT CONSOLIDATION,D,3750,16,1,0.01,Y,10,0.008012821,1.166666667
34,0,3,120000,RENT,17,BUSINESS USE,B,35000,11,0,0.29,N,6,0.291666667,1.416666667
27,1,3,10400,OWN,4.778936496,PERSONAL USE,C,4750,15,1,0.46,Y,7,0.456730769,0.398244708
33,0,2,138000,RENT,0,PERSONAL USE,E,35000,19,1,0.25,Y,7,0.253623188,0
34,1,0,156000,RENT,4,EDUCATION,A,35000,11.04695559,0,0.22,N,5,0.224358974,0.333333333
30,0,3,10800,OWN,4.778936496,EDUCATION,B,2400,10,1,0.22,N,7,0.222222222,0.398244708
29,1,1,160000,RENT,4,BUSINESS USE,C,35000,14,0,0.22,Y,8,0.21875,0.333333333
31,1,1,150000,RENT,4.778936496,EDUCATION,D,35000,18,1,0.23,N,6,0.233333333,0.398244708
33,1,4,400000,MORTGAGE,9,PERSONAL USE,A,15000,6,0,0.04,N,10,0.0375,0.75
31,0,2,400000,MORTGAGE,5,HOME RENOVATIONS,A,28000,7,0,0.07,N,6,0.07,0.416666667
29,0,1,400000,MORTGAGE,10,EDUCATION,B,25000,11,0,0.06,N,8,0.0625,0.833333333
34,1,0,325550,MORTGAGE,3,MEDICAL PURPOSES,D,35000,17,1,0.09,Y,6,0.107510367,0.25
33,0,1,390000,MORTGAGE,8,MEDICAL PURPOSES,B,35000,11,0,0.09,N,8,0.08974359,0.666666667
27,0,3,390000,MORTGAGE,11,PERSONAL USE,B,10000,11,0,0.03,N,6,0.025641026,0.916666667
28,0,3,165000,RENT,3,DEBT CONSOLIDATION,B,35000,11,0,0.21,N,9,0.212121212,0.25
30,0,2,170000,RENT,4,EDUCATION,C,35000,13,0,0.21,Y,9,0.205882353,0.333333333
33,0,1,250000,RENT,0,MEDICAL PURPOSES,A,35000,7,0,0.14,N,7,0.14,0
30,0,1,81000,RENT,14,DEBT CONSOLIDATION,B,34000,11,1,0.42,N,8,0.419753086,1.166666667
28,1,1,11029,MORTGAGE,12,MEDICAL PURPOSES,C,2150,11,1,0.19,Y,7,0.194940611,1
30,0,0,350000,OWN,3,PERSONAL USE,A,32000,7,0,0.09,N,7,0.091428571,0.25
33,0,2,350000,MORTGAGE,0,BUSINESS USE,C,10000,15,0,0.03,Y,10,0.028571429,0
28,0,0,350000,RENT,1,DEBT CONSOLIDATION,B,20000,11.04695559,0,0.06,N,9,0.057142857,0.083333333
35,1,3,350000,MORTGAGE,10,BUSINESS USE,D,35000,17,0,0.1,N,7,0.1,0.833333333
29,0,1,338000,RENT,3,HOME RENOVATIONS,F,24000,18,1,0.07,N,8,0.071005917,0.25
34,0,1,287300,RENT,1,MEDICAL PURPOSES,C,15000,12,1,0.04,Y,8,0.052210233,0.083333333
32,0,0,348000,MORTGAGE,16,MEDICAL PURPOSES,B,25000,12,0,0.07,N,8,0.07183908,1.333333333
30,1,1,340000,MORTGAGE,2,HOME RENOVATIONS,F,25000,18,0,0.07,N,8,0.073529412,0.166666667
28,1,1,336000,RENT,1,BUSINESS USE,C,2150,13,0,0.01,Y,5,0.00639881,0.083333333
34,1,1,334000,OWN,18,EDUCATION,C,18000,13,0,0.05,Y,10,0.053892216,1.5
34,1,2,69996,RENT,13,MEDICAL PURPOSES,B,32000,11,1,0.46,N,8,0.457168981,1.083333333
28,0,0,11340,OWN,4.778936496,DEBT CONSOLIDATION,A,2325,6,1,0.21,N,7,0.205026455,0.398244708
30,1,2,11440,OWN,3,MEDICAL PURPOSES,C,1750,13,0,0.15,Y,5,0.152972028,0.25
28,0,0,73000,RENT,0,PERSONAL USE,B,32000,12,1,0.44,N,9,0.438356164,0
28,0,1,105500,RENT,1,DEBT CONSOLIDATION,A,31000,8,0,0.29,N,9,0.293838863,0.083333333
29,0,2,74000,RENT,2,DEBT CONSOLIDATION,D,30750,11.04695559,1,0.42,N,6,0.415540541,0.166666667
32,0,4,307000,OWN,10,BUSINESS USE,C,11000,14,0,0.04,Y,10,0.035830619,0.833333333
31,0,0,305000,MORTGAGE,0,HOME RENOVATIONS,D,35000,18,0,0.11,Y,10,0.114754098,0
27,1,4,300000,MORTGAGE,6,DEBT CONSOLIDATION,C,10000,14,0,0.03,Y,7,0.033333333,0.5
30,0,3,300000,MORTGAGE,13,EDUCATION,B,4000,11,0,0.01,N,10,0.013333333,1.083333333
34,1,0,61200,RENT,18,MEDICAL PURPOSES,B,30000,12,1,0.49,N,8,0.490196078,1.5
27,1,3,75000,RENT,11,PERSONAL USE,B,30000,11,1,0.4,N,5,0.4,0.916666667
29,0,3,80000,RENT,2,MEDICAL PURPOSES,B,30000,12,1,0.38,N,9,0.375,0.166666667
34,0,3,80000,RENT,0,DEBT CONSOLIDATION,A,30000,7,1,0.38,N,5,0.375,0
34,0,1,300000,MORTGAGE,18,DEBT CONSOLIDATION,B,16000,11,0,0.05,N,9,0.053333333,1.5
29,1,3,244800,RENT,8,MEDICAL PURPOSES,D,8000,14,1,0.03,N,5,0.032679739,0.666666667
31,0,2,300000,MORTGAGE,1,BUSINESS USE,D,25000,15,0,0.08,N,9,0.083333333,0.083333333
32,0,4,288000,MORTGAGE,8,DEBT CONSOLIDATION,D,25000,15,1,0.09,Y,10,0.086805556,0.666666667
28,1,2,288000,RENT,5,DEBT CONSOLIDATION,E,25000,18,1,0.09,N,8,0.086805556,0.416666667
29,0,1,105000,RENT,6,HOME RENOVATIONS,A,30000,6,0,0.29,N,8,0.285714286,0.5
29,1,2,112260,RENT,5,EDUCATION,D,30000,17,0,0.27,N,10,0.267236772,0.416666667
34,1,3,286000,MORTGAGE,11,BUSINESS USE,A,30000,7,0,0.1,N,6,0.104895105,0.916666667
34,1,0,285000,RENT,5,EDUCATION,B,21000,12,0,0.07,N,10,0.073684211,0.416666667
33,0,3,285000,MORTGAGE,0,DEBT CONSOLIDATION,C,10000,14,0,0.04,N,7,0.035087719,0
30,1,3,232050,MORTGAGE,14,MEDICAL PURPOSES,E,25000,18,1,0.09,Y,9,0.107735402,1.166666667
28,0,3,285000,MORTGAGE,4,PERSONAL USE,E,25000,16,0,0.09,N,6,0.087719298,0.333333333
31,0,0,284400,MORTGAGE,4.778936496,BUSINESS USE,B,5000,11.04695559,0,0.02,N,9,0.017580872,0.398244708
35,0,1,280000,MORTGAGE,19,HOME RENOVATIONS,C,21600,13,0,0.08,N,8,0.077142857,1.583333333
29,0,2,280000,MORTGAGE,6,BUSINESS USE,C,15000,13,0,0.05,N,7,0.053571429,0.5
28,1,2,280000,MORTGAGE,3,HOME RENOVATIONS,B,20000,11,0,0.07,N,5,0.071428571,0.25
28,1,2,12000,OWN,4.778936496,EDUCATION,B,3000,10,1,0.25,N,5,0.25,0.398244708
31,0,3,128000,RENT,2,BUSINESS USE,D,30000,16,1,0.23,N,10,0.234375,0.166666667
31,0,1,275000,MORTGAGE,9,PERSONAL USE,C,25000,14,0,0.09,N,6,0.090909091,0.75
31,0,1,273655,MORTGAGE,4,DEBT CONSOLIDATION,A,19600,8,0,0.07,N,5,0.071623029,0.333333333
27,0,2,258000,RENT,11,EDUCATION,E,35000,19,1,0.14,Y,7,0.135658915,0.916666667
30,0,0,270000,MORTGAGE,7,HOME RENOVATIONS,E,35000,20,0,0.13,N,8,0.12962963,0.583333333
30,0,1,270000,MORTGAGE,14,DEBT CONSOLIDATION,B,21000,11,0,0.08,N,6,0.077777778,1.166666667
30,0,4,267000,MORTGAGE,7,HOME RENOVATIONS,B,25000,10,0,0.09,N,9,0.093632959,0.583333333
31,1,4,73000,RENT,15,HOME RENOVATIONS,B,29700,11,1,0.41,N,7,0.406849315,1.25
29,0,0,148616,RENT,2,EDUCATION,A,29550,9,0,0.2,N,9,0.19883458,0.166666667
27,0,1,81300,RENT,3,BUSINESS USE,B,29000,13,1,0.36,N,6,0.356703567,0.25
29,0,4,89000,RENT,1,EDUCATION,A,28800,7,1,0.32,N,6,0.323595506,0.083333333
28,0,4,12000,OWN,4.778936496,MEDICAL PURPOSES,B,2000,11,1,0.17,N,6,0.166666667,0.398244708
29,1,1,260000,MORTGAGE,0,HOME RENOVATIONS,B,20000,10,0,0.08,N,9,0.076923077,0
31,1,1,260000,MORTGAGE,14,BUSINESS USE,A,18000,9,0,0.07,N,9,0.069230769,1.166666667
31,0,4,260000,MORTGAGE,6,DEBT CONSOLIDATION,C,25000,14,0,0.1,Y,10,0.096153846,0.5
31,0,0,258000,MORTGAGE,3,PERSONAL USE,A,28000,6,0,0.11,N,5,0.108527132,0.25
28,1,2,250000,MORTGAGE,3,PERSONAL USE,B,35000,12,0,0.14,N,7,0.14,0.25
27,1,3,238000,RENT,11,HOME RENOVATIONS,D,12000,17,1,0.05,N,7,0.050420168,0.916666667
27,1,3,65000,RENT,4,EDUCATION,A,28000,8,1,0.43,N,6,0.430769231,0.333333333
34,0,4,12000,OWN,0,HOME RENOVATIONS,B,3250,11,1,0.27,N,5,0.270833333,0
32,0,4,202300,MORTGAGE,9,MEDICAL PURPOSES,D,25000,15,1,0.11,N,7,0.123578843,0.75
29,1,2,250000,MORTGAGE,12,BUSINESS USE,A,8000,8,0,0.03,N,10,0.032,1
31,1,3,250000,MORTGAGE,2,MEDICAL PURPOSES,C,4000,14,0,0.02,Y,10,0.016,0.166666667
35,0,3,250000,OWN,8,BUSINESS USE,B,15000,10,0,0.06,N,5,0.06,0.666666667
28,0,4,96000,RENT,3,HOME RENOVATIONS,A,28000,8,0,0.29,N,10,0.291666667,0.25
29,0,1,12000,OWN,0,HOME RENOVATIONS,B,4500,11,1,0.38,N,6,0.375,0
27,0,2,111000,RENT,11,PERSONAL USE,A,28000,8,0,0.25,N,8,0.252252252,0.916666667
35,0,1,115000,RENT,1,BUSINESS USE,B,28000,10,0,0.24,N,6,0.243478261,0.083333333
35,1,3,87550,RENT,3,MEDICAL PURPOSES,F,28000,19,1,0.27,N,10,0.319817247,0.25
27,1,1,12000,OWN,0,EDUCATION,D,8125,14,1,0.68,Y,5,0.677083333,0
27,0,4,240000,MORTGAGE,1,EDUCATION,A,35000,8,0,0.15,N,7,0.145833333,0.083333333
32,1,2,240000,MORTGAGE,5,MEDICAL PURPOSES,A,8400,8,0,0.04,N,5,0.035,0.416666667
31,1,0,240000,MORTGAGE,15,MEDICAL PURPOSES,A,5500,5,0,0.02,N,5,0.022916667,1.25
29,0,4,240000,MORTGAGE,5,BUSINESS USE,A,10000,8,0,0.04,N,8,0.041666667,0.416666667
30,1,1,240000,MORTGAGE,8,BUSINESS USE,D,28000,16,0,0.12,Y,7,0.116666667,0.666666667
28,1,0,240000,MORTGAGE,3,BUSINESS USE,D,8400,11.04695559,0,0.04,N,8,0.035,0.25
29,0,2,228000,MORTGAGE,11,DEBT CONSOLIDATION,D,35000,15,1,0.15,N,8,0.153508772,0.916666667
29,0,1,240000,MORTGAGE,10,EDUCATION,A,5000,8,0,0.02,N,8,0.020833333,0.833333333
30,0,2,240000,RENT,7,PERSONAL USE,A,18000,8,0,0.07,N,10,0.075,0.583333333
32,0,0,193800,RENT,0,MEDICAL PURPOSES,B,20000,12,1,0.09,N,6,0.103199174,0
27,0,4,52000,RENT,5,MEDICAL PURPOSES,B,26000,11,1,0.5,N,10,0.5,0.416666667
29,1,1,110000,RENT,9,DEBT CONSOLIDATION,B,25600,11.04695559,0,0.23,N,5,0.232727273,0.75
31,1,2,122000,RENT,2,EDUCATION,C,25600,16,0,0.21,Y,7,0.209836066,0.166666667
27,1,4,57000,RENT,4.778936496,HOME RENOVATIONS,D,25475,16,1,0.45,Y,7,0.446929825,0.398244708
27,1,3,231252,MORTGAGE,1,DEBT CONSOLIDATION,B,2000,10,0,0.01,N,6,0.008648574,0.083333333
32,0,0,230000,RENT,16,HOME RENOVATIONS,A,35000,11.04695559,0,0.15,N,9,0.152173913,1.333333333
29,1,2,230000,MORTGAGE,4.778936496,MEDICAL PURPOSES,A,8500,7,0,0.04,N,10,0.036956522,0.398244708
34,1,3,40000,RENT,3,MEDICAL PURPOSES,B,25000,10,1,0.63,N,8,0.625,0.25
27,0,4,47000,RENT,3,BUSINESS USE,D,25000,16,1,0.53,Y,10,0.531914894,0.25
33,0,3,48000,RENT,11,DEBT CONSOLIDATION,B,25000,10,1,0.52,N,10,0.520833333,0.916666667
30,0,4,225000,RENT,2,MEDICAL PURPOSES,B,25000,12,0,0.11,N,10,0.111111111,0.166666667
28,1,1,225000,MORTGAGE,2,BUSINESS USE,A,30000,8,0,0.13,N,6,0.133333333,0.166666667
33,1,3,225000,MORTGAGE,12,PERSONAL USE,B,8000,10,0,0.04,N,10,0.035555556,1
27,0,4,48000,RENT,2,PERSONAL USE,C,25000,11,1,0.52,N,7,0.520833333,0.166666667
27,0,1,225000,MORTGAGE,11,BUSINESS USE,D,25000,15,0,0.11,N,5,0.111111111,0.916666667
